+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                 ;
+---------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:14:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:14:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:14:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:13:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:13:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:13:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:13:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:13:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:13:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:13:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:12:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:12:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:12:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:12:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:12:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:12:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:12:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:11:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:11:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:11:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:11:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:11:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:11:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:11:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:10:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:10:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:10:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:10:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:10:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:10:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:10:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:9:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:9:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:9:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:9:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:9:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:9:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:9:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:8:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:8:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:8:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:8:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:8:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:8:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:8:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:7:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:7:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:7:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:7:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:7:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:7:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:7:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:6:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:6:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:6:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:6:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:6:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:6:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:6:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:5:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:5:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:5:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:5:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:5:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:5:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:5:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:4:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:4:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:4:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:4:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:4:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:4:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:4:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:3:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:3:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:3:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:3:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:3:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:3:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:3:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:2:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:2:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:2:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:2:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:2:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:2:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:2:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:1:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:1:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:1:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:1:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:1:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:1:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:1:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:0:IF_WB                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:0:MEM_AFFECTED                               ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:0:R_AFFECTED                                 ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:0:DATA                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:0:VALIDITY                                   ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:0:BUSY                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:0:INSTRUCTION_TYPE                           ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder                                                       ; 163   ; 32             ; 127          ; 32             ; 87     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|mux4                                                  ; 131   ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|mux3                                                  ; 131   ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|mux2                                                  ; 131   ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|mux1                                                  ; 131   ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:7:VALD                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:7:REGX                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:6:VALD                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:6:REGX                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:5:VALD                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:5:REGX                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:4:VALD                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:4:REGX                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:3:VALD                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:3:REGX                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:2:VALD                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:2:REGX                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:1:VALD                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:1:REGX                                       ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|ar_file|\GEN_REG:0:VALD                                       ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
